,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0009312,BP,GO:0009312,oligosaccharide biosynthetic process,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,FBP1,1
GO:0015813,BP,GO:0015813,L-glutamate transmembrane transport,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,TNF,1
GO:0031342,BP,GO:0031342,negative regulation of cell killing,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,TGFB1,1
GO:0060142,BP,GO:0060142,regulation of syncytium formation by plasma membrane fusion,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,MAPK14,1
GO:0090311,BP,GO:0090311,regulation of protein deacetylation,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,HDAC6,1
GO:0098698,BP,GO:0098698,postsynaptic specialization assembly,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,PTEN,1
GO:0098901,BP,GO:0098901,regulation of cardiac muscle cell action potential,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,CAV1,1
GO:0099563,BP,GO:0099563,modification of synaptic structure,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,RHOA,1
GO:1903671,BP,GO:1903671,negative regulation of sprouting angiogenesis,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,THBS1,1
GO:1904376,BP,GO:1904376,negative regulation of protein localization to cell periphery,1/269,29/18888,0.034482759,2.421228048,0.920625272,0.340513439,0.386492085,0.162072717,TGFB1,1
GO:0008589,BP,GO:0008589,regulation of smoothened signaling pathway,2/269,85/18888,0.023529412,1.65213208,0.724287364,0.341887174,0.387954661,0.162686038,FOXA1/RB1,2
GO:0009259,BP,GO:0009259,ribonucleotide metabolic process,8/269,466/18888,0.017167382,1.205418256,0.539688371,0.34622644,0.392780792,0.164709842,PARP1/HIF1A/STAT3/MTOR/TGFB1/GIT1/IGF1/FBP1,8
GO:0006900,BP,GO:0006900,vesicle budding from membrane,2/269,86/18888,0.023255814,1.632921241,0.707092657,0.34706776,0.393539252,0.165027896,RILP/CUL3,2
GO:1901379,BP,GO:1901379,regulation of potassium ion transmembrane transport,2/269,86/18888,0.023255814,1.632921241,0.707092657,0.34706776,0.393539252,0.165027896,CAV1/LRRC26,2
GO:0002507,BP,GO:0002507,tolerance induction,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,CD274,1
GO:0007588,BP,GO:0007588,excretion,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,EDNRB,1
GO:0045762,BP,GO:0045762,positive regulation of adenylate cyclase activity,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,LGR4,1
GO:0046856,BP,GO:0046856,phosphatidylinositol dephosphorylation,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,PTEN,1
GO:0060295,BP,GO:0060295,regulation of cilium movement involved in cell motility,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,DEFB1,1
GO:0086011,BP,GO:0086011,membrane repolarization during action potential,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,CAV1,1
GO:1901380,BP,GO:1901380,negative regulation of potassium ion transmembrane transport,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,CAV1,1
GO:1901385,BP,GO:1901385,regulation of voltage-gated calcium channel activity,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,MIR200C,1
GO:1902019,BP,GO:1902019,regulation of cilium-dependent cell motility,1/269,30/18888,0.033333333,2.340520446,0.883213519,0.349920189,0.395886859,0.166012349,DEFB1,1
GO:0001508,BP,GO:0001508,action potential,3/269,149/18888,0.020134228,1.413737182,0.609430149,0.356662609,0.403414808,0.169169141,MTOR/TNF/CAV1,3
GO:0002825,BP,GO:0002825,regulation of T-helper 1 type immune response,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,IL1B,1
GO:0003298,BP,GO:0003298,physiological muscle hypertrophy,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,IGF1,1
GO:0003301,BP,GO:0003301,physiological cardiac muscle hypertrophy,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,IGF1,1
GO:0007064,BP,GO:0007064,mitotic sister chromatid cohesion,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,RB1,1
GO:0010765,BP,GO:0010765,positive regulation of sodium ion transport,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,AKT1,1
GO:0010804,BP,GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,GSTP1,1
GO:0010996,BP,GO:0010996,response to auditory stimulus,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,UCN,1
GO:0021602,BP,GO:0021602,cranial nerve morphogenesis,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,TFAP2A,1
GO:0030808,BP,GO:0030808,regulation of nucleotide biosynthetic process,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,PARP1,1
GO:0034311,BP,GO:0034311,diol metabolic process,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,SPHK1,1
GO:0036336,BP,GO:0036336,dendritic cell migration,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,CXCR2,1
GO:0040018,BP,GO:0040018,positive regulation of multicellular organism growth,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,IGF2,1
GO:0042744,BP,GO:0042744,hydrogen peroxide catabolic process,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,GPX1,1
GO:0061049,BP,GO:0061049,cell growth involved in cardiac muscle cell development,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,IGF1,1
GO:0065002,BP,GO:0065002,intracellular protein transmembrane transport,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,HSPA5,1
GO:0070198,BP,GO:0070198,"protein localization to chromosome, telomeric region",1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,BRCA2,1
GO:1900371,BP,GO:1900371,regulation of purine nucleotide biosynthetic process,1/269,31/18888,0.032258065,2.265019787,0.847269005,0.359193254,0.404569707,0.16965344,PARP1,1
GO:0018205,BP,GO:0018205,peptidyl-lysine modification,3/269,150/18888,0.02,1.404312268,0.597558441,0.360545629,0.405992557,0.170250102,CTNNB1/HDAC6/RELA,3
GO:0006029,BP,GO:0006029,proteoglycan metabolic process,2/269,89/18888,0.02247191,1.577878952,0.656816358,0.362525966,0.408020825,0.171100642,CTNNB1/IGF1,2
GO:0072384,BP,GO:0072384,organelle transport along microtubule,2/269,89/18888,0.02247191,1.577878952,0.656816358,0.362525966,0.408020825,0.171100642,HIF1A/HDAC6,2
GO:0009953,BP,GO:0009953,dorsal/ventral pattern formation,2/269,90/18888,0.022222222,1.560346964,0.640474598,0.367648704,0.412418804,0.172944903,CTNNB1/FOXA1,2
GO:0000289,BP,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,MLH1,1
GO:0001958,BP,GO:0001958,endochondral ossification,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,MMP14,1
GO:0010644,BP,GO:0010644,cell communication by electrical coupling,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,CAV1,1
GO:0010667,BP,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,MIR145,1
GO:0031116,BP,GO:0031116,positive regulation of microtubule polymerization,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,GIT1,1
GO:0035335,BP,GO:0035335,peptidyl-tyrosine dephosphorylation,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,DUSP6,1
GO:0035774,BP,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,HIF1A,1
GO:0036075,BP,GO:0036075,replacement ossification,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,MMP14,1
GO:0045777,BP,GO:0045777,positive regulation of blood pressure,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,RHOA,1
GO:0045879,BP,GO:0045879,negative regulation of smoothened signaling pathway,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,RB1,1
GO:0051085,BP,GO:0051085,chaperone cofactor-dependent protein refolding,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,HSPA5,1
GO:0051642,BP,GO:0051642,centrosome localization,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,AURKA,1
GO:0061036,BP,GO:0061036,positive regulation of cartilage development,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,SMAD3,1
GO:0061842,BP,GO:0061842,microtubule organizing center localization,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,AURKA,1
GO:0080111,BP,GO:0080111,DNA demethylation,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,GATA3,1
GO:0090317,BP,GO:0090317,negative regulation of intracellular protein transport,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,TXN,1
GO:0140058,BP,GO:0140058,neuron projection arborization,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,ROCK1,1
GO:1901020,BP,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,MIR200C,1
GO:1902235,BP,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,PMAIP1,1
GO:2000463,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,1/269,32/18888,0.03125,2.194237918,0.812681765,0.368334529,0.412418804,0.172944903,PTEN,1
GO:0034767,BP,GO:0034767,positive regulation of monoatomic ion transmembrane transport,3/269,154/18888,0.019480519,1.367836624,0.550908566,0.376040328,0.420943424,0.176519642,CAV1/BAX/LRRC26,3
GO:0019693,BP,GO:0019693,ribose phosphate metabolic process,8/269,480/18888,0.016666667,1.170260223,0.454161137,0.376346484,0.421182653,0.176619961,PARP1/HIF1A/STAT3/MTOR/TGFB1/GIT1/IGF1/FBP1,8
GO:1903046,BP,GO:1903046,meiotic cell cycle process,4/269,218/18888,0.018348624,1.288359879,0.514719209,0.376497455,0.421248134,0.17664742,PTEN/AURKA/BRCA2/MLH1,4
GO:0001975,BP,GO:0001975,response to amphetamine,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,HDAC6,1
GO:0006622,BP,GO:0006622,protein targeting to lysosome,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,CLU,1
GO:0015012,BP,GO:0015012,heparan sulfate proteoglycan biosynthetic process,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,CTNNB1,1
GO:0043949,BP,GO:0043949,regulation of cAMP-mediated signaling,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,UCN,1
GO:0045026,BP,GO:0045026,plasma membrane fusion,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,CD9,1
GO:0050858,BP,GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,PAWR,1
GO:0051497,BP,GO:0051497,negative regulation of stress fiber assembly,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,DLC1,1
GO:0051647,BP,GO:0051647,nucleus localization,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,MTOR,1
GO:1902882,BP,GO:1902882,regulation of response to oxidative stress,1/269,33/18888,0.03030303,2.12774586,0.779353333,0.377345879,0.421266313,0.176655043,HDAC6,1
GO:0032411,BP,GO:0032411,positive regulation of transporter activity,2/269,92/18888,0.02173913,1.526426378,0.608384712,0.377845536,0.421514266,0.176759021,PRKCD/LRRC26,2
GO:0045995,BP,GO:0045995,regulation of embryonic development,2/269,92/18888,0.02173913,1.526426378,0.608384712,0.377845536,0.421514266,0.176759021,CTNNB1/NOTCH1,2
GO:0071103,BP,GO:0071103,DNA conformation change,2/269,92/18888,0.02173913,1.526426378,0.608384712,0.377845536,0.421514266,0.176759021,HHEX/NBN,2
GO:0045807,BP,GO:0045807,positive regulation of endocytosis,3/269,155/18888,0.019354839,1.359011872,0.539449068,0.379902965,0.423705731,0.177677996,VEGFA/SERPINE1/CLU,3
GO:0070098,BP,GO:0070098,chemokine-mediated signaling pathway,2/269,93/18888,0.021505376,1.510013191,0.592626643,0.382918486,0.426964421,0.179044504,CXCR2/HIF1A,2
GO:0032412,BP,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,4/269,221/18888,0.018099548,1.27087083,0.486856045,0.386171447,0.429080707,0.179931954,MMP9/CAV1/MIR200C/LRRC26,4
GO:0002323,BP,GO:0002323,natural killer cell activation involved in immune response,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,IFNA1,1
GO:0006691,BP,GO:0006691,leukotriene metabolic process,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,ALOX12,1
GO:0010664,BP,GO:0010664,negative regulation of striated muscle cell apoptotic process,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,MIR145,1
GO:0035456,BP,GO:0035456,response to interferon-beta,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,STAT1,1
GO:0048199,BP,GO:0048199,"vesicle targeting, to, from or within Golgi",1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,CUL3,1
GO:0048240,BP,GO:0048240,sperm capacitation,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,DEFB1,1
GO:0050775,BP,GO:0050775,positive regulation of dendrite morphogenesis,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,HDAC6,1
GO:0086004,BP,GO:0086004,regulation of cardiac muscle cell contraction,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,CAV1,1
GO:0090022,BP,GO:0090022,regulation of neutrophil chemotaxis,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,CXCR2,1
GO:0090075,BP,GO:0090075,relaxation of muscle,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,PIK3CA,1
GO:0090162,BP,GO:0090162,establishment of epithelial cell polarity,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,RHOA,1
GO:1902624,BP,GO:1902624,positive regulation of neutrophil migration,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,CXCR2,1
GO:1903725,BP,GO:1903725,regulation of phospholipid metabolic process,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,PRKCD,1
GO:1904861,BP,GO:1904861,excitatory synapse assembly,1/269,34/18888,0.029411765,2.065165099,0.747195228,0.386229143,0.429080707,0.179931954,PTEN,1
GO:0045104,BP,GO:0045104,intermediate filament cytoskeleton organization,2/269,94/18888,0.021276596,1.493949221,0.577053493,0.387973728,0.430808751,0.180656597,PKP1/VIM,2
GO:0051952,BP,GO:0051952,regulation of amine transport,2/269,94/18888,0.021276596,1.493949221,0.577053493,0.387973728,0.430808751,0.180656597,TNF/SNCG,2
GO:0051258,BP,GO:0051258,protein polymerization,5/269,287/18888,0.017421603,1.223268526,0.458120537,0.388461126,0.431244856,0.180839475,TENM1/MTOR/PRKCD/GIT1/HSP90AA1,5
GO:0048515,BP,GO:0048515,spermatid differentiation,4/269,222/18888,0.018018018,1.265146187,0.477656505,0.389392321,0.432173305,0.181228813,DEFB1/SMARCA2/SRPK1/BAX,4
GO:1905039,BP,GO:1905039,carboxylic acid transmembrane transport,3/269,158/18888,0.018987342,1.333207849,0.505538612,0.391459169,0.434361416,0.182146382,THBS1/TNF/AKT1,3
GO:0030641,BP,GO:0030641,regulation of cellular pH,2/269,95/18888,0.021052632,1.47822344,0.561660728,0.393010736,0.435870719,0.182779297,FASLG/MAPK1,2
GO:0045103,BP,GO:0045103,intermediate filament-based process,2/269,95/18888,0.021052632,1.47822344,0.561660728,0.393010736,0.435870719,0.182779297,PKP1/VIM,2
GO:0010669,BP,GO:0010669,epithelial structure maintenance,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,TLR4,1
GO:0019228,BP,GO:0019228,neuronal action potential,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,MTOR,1
GO:0032228,BP,GO:0032228,"regulation of synaptic transmission, GABAergic",1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,KRAS,1
GO:0032633,BP,GO:0032633,interleukin-4 production,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,GATA3,1
GO:0032673,BP,GO:0032673,regulation of interleukin-4 production,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,GATA3,1
GO:0046164,BP,GO:0046164,alcohol catabolic process,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,AKR1C3,1
GO:0050974,BP,GO:0050974,detection of mechanical stimulus involved in sensory perception,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,TNF,1
GO:0086005,BP,GO:0086005,ventricular cardiac muscle cell action potential,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,CAV1,1
GO:0099171,BP,GO:0099171,presynaptic modulation of chemical synaptic transmission,1/269,35/18888,0.028571429,2.006160382,0.716127672,0.394986137,0.437103921,0.183296432,GIT1,1
GO:0048284,BP,GO:0048284,organelle fusion,3/269,159/18888,0.018867925,1.324822894,0.494387354,0.395299623,0.437238428,0.183352836,BAX/SPHK1/BNIP3,3
GO:1903825,BP,GO:1903825,organic acid transmembrane transport,3/269,159/18888,0.018867925,1.324822894,0.494387354,0.395299623,0.437238428,0.183352836,THBS1/TNF/AKT1,3
GO:0016079,BP,GO:0016079,synaptic vesicle exocytosis,2/269,96/18888,0.020833333,1.462825279,0.546443973,0.398029006,0.440043715,0.184529214,GIT1/BRAF,2
